restaurant_code,restaurant_name,img_link,region,category,address,open_time,close_time,tel_no,tags,character,latitude,longitude
83,샤브로21 신대방삼거리,https://d12zq4w4guyljn.cloudfront.net/750_750_20250710112849776_photo_0bfd7e730f3d.webp,신대방삼거리역,"샤브샤브,1인샤브",서울특별시 동작구 여의대방로24길 129 1층,11:00,22:00,02-3280-5721,"혼밥,혼술","깔끔한,얼큰,점심식사,저녁식사,칸막이,바테이블",37.4993389083699,126.92720734555
84,원조소금구이,https://d12zq4w4guyljn.cloudfront.net/300_300_20231022055214004_photo_06158889def5.webp,신대방삼거리,"소갈비살,소금구이",서울특별시 동작구 여의대방로24길 134,16:00,05:00,02-3280-3793,"술모임,해장","서민적인,노포,저녁식사,연탄불",37.4990756935399,126.927449949078
85,삼거리닭발 신대방점,https://d12zq4w4guyljn.cloudfront.net/300_300_20260226110150_photo1_3c232e2fcc86.webp,신대방삼거리,"닭발,국물닭발",서울특별시 동작구 보라매로 99 1층,17:00,03:00,0507-1328-9497,"야식,회식","매콤,매콤한,셀프바,콜키지,배달",37.4981984895548,126.927769476569
86,타코야끼&CAFE 신대방삼거리역점,https://d12zq4w4guyljn.cloudfront.net/300_300_20260119103029_photo1_3c232e2fcc86.webp,신대방삼거리역,"일식당,타코야끼",서울 동작구 신대방동 347-27,12:00,02:00,,"혼자먹기좋은,간식","매콤한,저렴한",37.4990651778536,126.927639381967
87,동대문곱창볶음전문,https://d12zq4w4guyljn.cloudfront.net/300_300_20250129224519_photo1_0bfd7e730f3d.webp,신대방삼거리역,곱창볶음,서울특별시 동작구 국사봉1길 31,15:30,01:00,02-825-0858,야식,"서민적인,노포,저녁식사,배달",37.4990877995739,126.930195719417
88,상도제빵소,https://d12zq4w4guyljn.cloudfront.net/300_300_20240709080728_photo1_fd993a6fc3b2.webp,신대방삼거리역,빵,서울특별시 동작구 국사봉1길 21 광성빌딩,07:00,23:59,02-883-8071,"간식,생일파티","착한가격,저렴,아침식사",37.4990365999776,126.92970202423
89,장뜰 떡볶이,https://d12zq4w4guyljn.cloudfront.net/300_300_20240703022203_photo1_b27a90652516.webp,신대방삼거리역,"떡볶이,분식",서울특별시 동작구 여의대방로22길 138,11:30,22:00,02-3280-8488,"혼밥,간식","매콤,깔끔한,저녁식사,바테이블,배달",37.4983012106277,126.927632655403
90,인생족보,https://d12zq4w4guyljn.cloudfront.net/750_750_20240617003413_photo1_3c232e2fcc86.webp,신대방삼거리역,"족발,보쌈",서울특별시 동작구 국사봉1길 4,,,02-821-7838,야식,"크리스마스,오빠랑,테이크아웃",37.4987738088069,126.928852981582
91,선아닭발,https://d12zq4w4guyljn.cloudfront.net/300_300_20241001094632_photo1_0bfd7e730f3d.webp,신대방삼거리,"닭발,국물닭발",서울특별시 동작구 여의대방로24길 131 2층,18:00,00:00,010-4631-2818,,"매콤한,매콤,배달",37.4993119772556,126.927368296713
92,뭉텅 신대방삼거리역점,https://d12zq4w4guyljn.cloudfront.net/300_300_20250617062221_photo2_6dd1aeec37d2.webp,신대방삼거리역,"고깃집,주먹구이",서울특별시 동작구 상도로 54 1층,13:00,22:30,0507-1463-7938,"가족외식,회식","서민적인,예약,저녁식사,콜키지,콜키지프리",37.499604096184,126.926370116433
93,성대낙지,https://d12zq4w4guyljn.cloudfront.net/300_300_20250831032309577_photo_75637b91f7d4.webp,신대방삼거리역,"낙지,낙지비빔밥",서울특별시 동작구 국사봉1길 4,11:30,22:00,02-816-4347,혼밥,"서민적인,매콤한,점심식사,연중무휴",37.4987738088069,126.928852981582
94,월매흑염소,https://d12zq4w4guyljn.cloudfront.net/300_300_20240316071407287_photo_06158889def5.webp,신대방삼거리역,"흑염소,흑염소탕",서울특별시 동작구 여의대방로22길 121 2층 2406호,10:00,22:00,0507-1367-1189,"술모임,보양식","깔끔한,호주산,점심식사,저녁식사,배달",37.4983519180861,126.925286048904
95,투썸플레이스 신대방삼거리점,https://d12zq4w4guyljn.cloudfront.net/300_300_20251018122400849_photo_dcdabea2ff59.webp,신대방삼거리역,"디저트,케이크",서울특별시 동작구 국사봉1길 32,08:00,22:00,02-6959-8888,"차모임,기념일","캐주얼한,넓은,테이크아웃,와이파이,무료주차",37.4988226340989,126.930349426426
96,꼬야네맛,https://d12zq4w4guyljn.cloudfront.net/300_300_20241113113439_photo1_904849d8beeb.webp,성대시장,"닭꼬치,호떡",서울특별시 동작구 성대로2길 5-1,,,,,서민적인,37.4994937957958,126.931898685541
97,팥들었슈,https://d12zq4w4guyljn.cloudfront.net/750_750_20231130085034_photo1_fd993a6fc3b2.webp,신대방삼거리역,붕어빵,서울특별시 동작구 보라매로 110 1층,09:00,20:00,0507-1408-6886,간식,동네사람,37.4990985683018,126.928466477124
98,카페아에 동작점,https://d12zq4w4guyljn.cloudfront.net/750_750_20240610100059056_photo_ca43cde980f3.webp,신대방삼거리역,"커피,수박주스",서울특별시 동작구 상도로 55 1층,07:00,02:00,0507-1352-6618,,"저렴한,시원,테이크아웃,배달",37.4999916859935,126.926768037371
99,대포곱창,https://d12zq4w4guyljn.cloudfront.net/300_300_20241201005942_photo1_0bfd7e730f3d.webp,신대방삼거리역,"곱창,소곱창",서울특별시 동작구 국사봉1길 18 1층 1001호,17:00,01:00,02-812-7671,,"저렴,가성비좋은,저녁식사",37.4986551850367,126.929518840656
